facility_raw,name_key,place_key,site_kind,facility_id,reviewed,note
CSR Foyer,csr foyer,csr foyer,other,site-csr-foyer,FALSE,added automatically 2026-09-21
CSR Kalivuli,csr kalivuli,kalivuli,other,site-csr-kalivuli,FALSE,added automatically 2026-09-21
CSR Kembisa,csr kembisa,kembisa,other,site-csr-kembisa,FALSE,added automatically 2026-09-21
CSR LEMBABO,csr lembabo,lembabo,other,site-csr-lembabo,FALSE,added automatically 2026-09-21
CSR Lembabo,csr lembabo,lembabo,other,site-csr-lembabo,FALSE,added automatically 2026-09-21
CSR Limba,csr limba,limba,other,site-csr-limba,FALSE,added automatically 2026-09-21
CSR Lombale,csr lombale,lombale,other,site-csr-lombale,FALSE,added automatically 2026-09-21
CSR Matete,csr matete,matete,other,site-csr-matete,FALSE,added automatically 2026-09-21
CSR Nyangaray,csr nyangaray,nyangaray,other,site-csr-nyangaray,FALSE,added automatically 2026-09-21
CSR Rubi Lisanga,csr rubi lisanga,rubi lisanga,other,site-csr-rubi-lisanga,FALSE,added automatically 2026-09-21
CSR Rvd Mokili,csr rvd mokili,csr rvd mokili,other,site-csr-rvd-mokili,FALSE,added automatically 2026-09-21
CSR Shari,csr shari,shari,other,site-csr-shari,FALSE,added automatically 2026-09-21
CSR SOTA,csr sota,sota,other,site-csr-sota,FALSE,added automatically 2026-09-21
CSR Sota,csr sota,sota,other,site-csr-sota,FALSE,added automatically 2026-09-21
CSR de SOTA,csr sota,sota,other,site-csr-sota,FALSE,added automatically 2026-09-21
CSR St Joseph,csr st joseph,st joseph,other,site-csr-st-joseph,FALSE,added automatically 2026-09-21
CSR Zengo,csr zengo,zengo,other,site-csr-zengo,FALSE,added automatically 2026-09-21
CUG,cug,cug,other,site-cug,FALSE,added automatically 2026-09-21
DELE,dele,dele,other,site-dele,FALSE,added automatically 2026-09-21
Disp Nya Kalunga Makuha,disp nya kalunga makuha,disp nya kalunga makuha,other,site-disp-nya-kalunga-makuha,FALSE,added automatically 2026-09-21
"Dispensaire, Afia Bora",dispensaire afia bora,dispensaire afia bora,other,site-dispensaire-afia-bora,FALSE,added automatically 2026-09-21
Dispensaire Bora Uzima,dispensaire bora uzima,dispensaire bora uzima,other,site-dispensaire-bora-uzima,FALSE,added automatically 2026-09-21
Dispensaire la Charité,dispensaire charite,dispensaire charite,other,site-dispensaire-charite,FALSE,added automatically 2026-09-21
Dispensaire de l’Espoir,dispensaire espoir,dispensaire espoir,other,site-dispensaire-espoir,FALSE,added automatically 2026-09-21
dispensaire Félicité,dispensaire felicite,dispensaire felicite,other,site-dispensaire-felicite,FALSE,added automatically 2026-09-21
dispensaire FONAREV,dispensaire fonarev,dispensaire fonarev,other,site-dispensaire-fonarev,FALSE,added automatically 2026-09-21
Dispensaire Imani Bora,dispensaire imani bora,dispensaire imani bora,other,site-dispensaire-imani-bora,FALSE,added automatically 2026-09-21
Dispensaire Katoka,dispensaire katoka,katoka,other,site-dispensaire-katoka,FALSE,added automatically 2026-09-21
Dispensaire Mavondo,dispensaire mavondo,katwa,other,site-dispensaire-mavondo,FALSE,added automatically 2026-09-21
dispensaire Mumole,dispensaire mumole,mumole,other,site-dispensaire-mumole,FALSE,added automatically 2026-09-21
dispensaire PIDS,dispensaire pids,mangote,other,site-dispensaire-pids,FALSE,added automatically 2026-09-21
dispensaire Sagesse Divine,dispensaire sagesse divine,dispensaire sagesse divine,other,site-dispensaire-sagesse-divine,FALSE,added automatically 2026-09-21
dispensaire Sifa,dispensaire sifa,sifa,other,site-dispensaire-sifa,FALSE,added automatically 2026-09-21
Dispensaire de soins traditionnels Kiheri,dispensaire soins traditionnels kiheri,dispensaire soins traditionnels kiheri,other,site-dispensaire-soins-traditionnels-kiheri,FALSE,added automatically 2026-09-21
Dispensaire Tuha,dispensaire tuha,tuha,other,site-dispensaire-tuha,FALSE,added automatically 2026-09-21
dispensaire Virunga,dispensaire virunga,virunga,other,site-dispensaire-virunga,FALSE,added automatically 2026-09-21
dispensaires Guérison Divine,dispensaires guerison divine,dispensaires guerison divine,other,site-dispensaires-guerison-divine,FALSE,added automatically 2026-09-21
dispensaires Lukogho,dispensaires lukogho,dispensaires lukogho,other,site-dispensaires-lukogho,FALSE,added automatically 2026-09-21
ESS Kalagane,ess kalagane,kalagane,other,site-ess-kalagane,FALSE,added automatically 2026-09-21
la Grâce de Dieu,grace dieu,grace dieu,other,site-grace-dieu,FALSE,added automatically 2026-09-21
HC Kisangani,hc kisangani,kisangani,other,site-hc-kisangani,FALSE,added automatically 2026-09-21
HC de Kisangani,hc kisangani,kisangani,other,site-hc-kisangani,FALSE,added automatically 2026-09-21
HGR,hgr,pawa,other,site-hgr,FALSE,added automatically 2026-09-21
HGR/Aru,hgr aru,aru,other,site-hgr-aru,FALSE,added automatically 2026-09-21
HGR Bafwasende,hgr bafwasende,bafwasende,other,site-hgr-bafwasende,FALSE,added automatically 2026-09-21
HGR Beni,hgr beni,beni,other,site-hgr-beni,FALSE,added automatically 2026-09-21
HGR de Beni,hgr beni,beni,other,site-hgr-beni,FALSE,added automatically 2026-09-21
HGR-Bunia,hgr bunia,bunia,other,site-hgr-bunia,FALSE,added automatically 2026-09-21
HGR Cinquantenaire,hgr cinquantenaire,cinquantenaire,other,site-hgr-cinquantenaire,FALSE,added automatically 2026-09-21
HGR Damas,hgr damas,damas,other,site-hgr-damas,FALSE,added automatically 2026-09-21
HGR Drodro,hgr drodro,drodro,other,site-hgr-drodro,FALSE,added automatically 2026-09-21
HGR Isiro,hgr isiro,isiro,other,site-hgr-isiro,FALSE,added automatically 2026-09-21
HGR d’Isiro,hgr isiro,isiro,other,site-hgr-isiro,FALSE,added automatically 2026-09-21
HGR Jiba,hgr jiba,jiba,other,site-hgr-jiba,FALSE,added automatically 2026-09-21
HGR Kabondo,hgr kabondo,kabondo,other,site-hgr-kabondo,FALSE,added automatically 2026-09-21
HGR de Kyondo,hgr kyondo,kyondo,other,site-hgr-kyondo,FALSE,added automatically 2026-09-21
HGR de Likati,hgr likati,likati,other,site-hgr-likati,FALSE,added automatically 2026-09-21
HGR Linga,hgr linga,linga,other,site-hgr-linga,FALSE,added automatically 2026-09-21
HGR Lita,hgr lita,lita,other,site-hgr-lita,FALSE,added automatically 2026-09-21
HGR de Lita,hgr lita,lita,other,site-hgr-lita,FALSE,added automatically 2026-09-21
HGR de la Zone de Santé de Logo,hgr logo,logo,other,site-hgr-logo,FALSE,added automatically 2026-09-21
HGR LOLWA,hgr lolwa,lolwa,other,site-hgr-lolwa,FALSE,added automatically 2026-09-21
HGR Makiso,hgr makiso,makiso,other,site-hgr-makiso,FALSE,added automatically 2026-09-21
HGR Makiso-Kisangani,hgr makiso kisangani,makiso kisangani,other,site-hgr-makiso-kisangani,FALSE,added automatically 2026-09-21
HGR Mangala,hgr mangala,mangala,other,site-hgr-mangala,FALSE,added automatically 2026-09-21
HGR Mangobo,hgr mangobo,mangobo,other,site-hgr-mangobo,FALSE,added automatically 2026-09-21
HGR Matanda,hgr matanda,matanda,other,site-hgr-matanda,FALSE,added automatically 2026-09-21
HGR Mogbwalu,hgr mogbwalu,mongbwalu,other,site-hgr-mogbwalu,FALSE,added automatically 2026-09-21
HGR de Mongbwalu,hgr mongbwalu,mongbwalu,other,site-hgr-mongbwalu,FALSE,added automatically 2026-09-21
HGR Mongwalu,hgr mongwalu,mongwalu,other,site-hgr-mongwalu,FALSE,added automatically 2026-09-21
HGR-Mongwalu,hgr mongwalu,mongbwalu,other,site-hgr-mongwalu,FALSE,added automatically 2026-09-21
HGR Nundu,hgr nundu,nundu,other,site-hgr-nundu,FALSE,added automatically 2026-09-21
HGR/Nyankunde,hgr nyankunde,nyankunde,other,site-hgr-nyankunde,FALSE,added automatically 2026-09-21
HGR-Rwampara,hgr rwampara,rwampara,other,site-hgr-rwampara,FALSE,added automatically 2026-09-21
HGR/Rwampara,hgr rwampara,rwampara,other,site-hgr-rwampara,FALSE,added automatically 2026-09-21
HGR Tshopo,hgr tshopo,tshopo,other,site-hgr-tshopo,FALSE,added automatically 2026-09-21
HGR Viadana,hgr viadana,viadana,other,site-hgr-viadana,FALSE,added automatically 2026-09-21
HGR de Viadana,hgr viadana,viadana,other,site-hgr-viadana,FALSE,added automatically 2026-09-21
HGR Virunga,hgr virunga,virunga,other,site-hgr-virunga,FALSE,added automatically 2026-09-21
HGR de la ZS de Ganga,hgr zs ganga,ganga,other,site-hgr-zs-ganga,FALSE,added automatically 2026-09-21
HGR de la ZS de Nizi,hgr zs nizi,nizi,other,site-hgr-zs-nizi,FALSE,added automatically 2026-09-21
HGR de la ZS d’Oicha,hgr zs oicha,zs oicha,other,site-hgr-zs-oicha,FALSE,added automatically 2026-09-21
HGRO,hgro,tenambo,other,site-hgro,FALSE,added automatically 2026-09-21
hôpital du Cinquantenaire,hopital cinquantenaire,kinshasa,other,site-hopital-cinquantenaire,FALSE,added automatically 2026-09-21
hôpital du cinquantenaire,hopital cinquantenaire,kinshasa,other,site-hopital-cinquantenaire,FALSE,added automatically 2026-09-21
Hôpital général de Logo,hopital general logo,logo,other,site-hopital-general-logo,FALSE,added automatically 2026-09-21
hôpital général de référence de Buta,hopital general reference buta,buta,other,site-hopital-general-reference-buta,FALSE,added automatically 2026-09-21
hôpital général de référence de la province de Bas Uele,hopital general reference province bas uele,province bas uele,other,site-hopital-general-reference-province-bas-uele,FALSE,added automatically 2026-09-21
hôpital général de référence de la province de Bas-Uélé,hopital general reference province bas uele,province bas uele,other,site-hopital-general-reference-province-bas-uele,FALSE,added automatically 2026-09-21
hôpital de LENGABO,hopital lengabo,lengabo,other,site-hopital-lengabo,FALSE,added automatically 2026-09-21
hôpital Libiki,hopital libiki,libiki,other,site-hopital-libiki,FALSE,added automatically 2026-09-21
hôpital Matanda,hopital matanda,matanda,other,site-hopital-matanda,FALSE,added automatically 2026-09-21
Hôpital militaire de Mambangu,hopital militaire mambangu,mambangu,other,site-hopital-militaire-mambangu,FALSE,added automatically 2026-09-21
Hopital Militaire de Muhumba,hopital militaire muhumba,muhumba,other,site-hopital-militaire-muhumba,FALSE,added automatically 2026-09-21
HSR Matanda,hsr matanda,matanda,other,site-hsr-matanda,FALSE,added automatically 2026-09-21
IEM Nyakunde,iem nyakunde,nyakunde,other,site-iem-nyakunde,FALSE,added automatically 2026-09-21
JESUS EST SAUVEUR CBCA,jesus est sauveur cbca,jesus est sauveur cbca,other,site-jesus-est-sauveur-cbca,FALSE,added automatically 2026-09-21
Kalagane,kalagane,kalagane,other,site-kalagane,FALSE,added automatically 2026-09-21
KAMI,kami,kami,other,site-kami,FALSE,added automatically 2026-09-21
Matanda,matanda,matanda,other,site-matanda,FALSE,added automatically 2026-09-21
Maternité de Clinique Elikya Mère-enfant,maternite clinique elikya mere enfant,rwampara,other,site-maternite-clinique-elikya-mere-enfant,FALSE,added automatically 2026-09-21
Morgue BALIDJA,morgue balidja,morgue balidja,other,site-morgue-balidja,FALSE,added automatically 2026-09-21
morgue de Ngalika,morgue ngalika,ngalika,other,site-morgue-ngalika,FALSE,added automatically 2026-09-21
morgue REKAPI,morgue rekapi,kisangani,other,site-morgue-rekapi,FALSE,added automatically 2026-09-21
MTA OURAGAN,mta ouragan,kihinga,other,site-mta-ouragan,FALSE,added automatically 2026-09-21
orphelinat Saint-Nicolas,orphelinat saint nicolas,bankoko,other,site-orphelinat-saint-nicolas,FALSE,added automatically 2026-09-21
Pavillon militaire,pavillon militaire,pavillon militaire,other,site-pavillon-militaire,FALSE,added automatically 2026-09-21
pavillon militaire,pavillon militaire,tshopo,other,site-pavillon-militaire,FALSE,added automatically 2026-09-21
pavillon militaire de l’HGR Makiso-Kisangani,pavillon militaire hgr makiso kisangani,makiso kisangani,other,site-pavillon-militaire-hgr-makiso-kisangani,FALSE,added automatically 2026-09-21
PEKIS,pekis,pekis,other,site-pekis,FALSE,added automatically 2026-09-21
PNC,pnc,bunia,other,site-pnc,FALSE,added automatically 2026-09-21
Polyclinique ART,polyclinique art,poly art,other,site-polyclinique-art,FALSE,added automatically 2026-09-21
polyclinique ART,polyclinique art,poly art,other,site-polyclinique-art,FALSE,added automatically 2026-09-21
Polyclinique Limbi Angaika,polyclinique limbi angaika,limbi angaika,other,site-polyclinique-limbi-angaika,FALSE,added automatically 2026-09-21
Polyclinique Millénaire,polyclinique millenaire,poly millenaire,other,site-polyclinique-millenaire,FALSE,added automatically 2026-09-21
Polyclinique Rekapi,polyclinique rekapi,poly rekapi,other,site-polyclinique-rekapi,FALSE,added automatically 2026-09-21
polyclinique REKAPI,polyclinique rekapi,rekapi,other,site-polyclinique-rekapi,FALSE,added automatically 2026-09-21
poste de santé de la 3e Zone de Défense,poste sante 3e zone defense,makiso kis,other,site-poste-sante-3e-zone-defense,FALSE,added automatically 2026-09-21
Poste de santé Amani,poste sante amani,amani,other,site-poste-sante-amani,FALSE,added automatically 2026-09-21
Poste de Santé Nzinzi,poste sante nzinzi,nzinzi,other,site-poste-sante-nzinzi,FALSE,added automatically 2026-09-21
Poste de Santé la Victoire,poste sante victoire,victoire,other,site-poste-sante-victoire,FALSE,added automatically 2026-09-21
Prison centrale,prison centrale,prison centrale,other,site-prison-centrale,FALSE,added automatically 2026-09-21
PS Arche de Noé,ps arche noe,ps arche noe,other,site-ps-arche-noe,FALSE,added automatically 2026-09-21
PS Baraka,ps baraka,ps baraka,other,site-ps-baraka,FALSE,added automatically 2026-09-21
PS Benedicte,ps benedicte,ps benedicte,other,site-ps-benedicte,FALSE,added automatically 2026-09-21
PS Benjamine,ps benjamine,benjamine,other,site-ps-benjamine,FALSE,added automatically 2026-09-21
PS Bora Uzima,ps bora uzima,ps bora uzima,other,site-ps-bora-uzima,FALSE,added automatically 2026-09-21
PS CBCA,ps cbca,ps cbca,other,site-ps-cbca,FALSE,added automatically 2026-09-21
PS Espoir,ps espoir,rwampara,other,site-ps-espoir,FALSE,added automatically 2026-09-21
PS Guerison,ps guerison,guerison,other,site-ps-guerison,FALSE,added automatically 2026-09-21
PS JULES,ps jules,ps jules,other,site-ps-jules,FALSE,added automatically 2026-09-21
PS Katoto,ps katoto,katoto,other,site-ps-katoto,FALSE,added automatically 2026-09-21
PS Maman mwilu,ps maman mwilu,maman mwilu,other,site-ps-maman-mwilu,FALSE,added automatically 2026-09-21
PS Maranatha,ps maranatha,ps maranatha,other,site-ps-maranatha,FALSE,added automatically 2026-09-21
PS rapha,ps rapha,rapha,other,site-ps-rapha,FALSE,added automatically 2026-09-21
PS la sagesse,ps sagesse,sagesse,other,site-ps-sagesse,FALSE,added automatically 2026-09-21
PS sante d’abord,ps sante abord,ps sante abord,other,site-ps-sante-abord,FALSE,added automatically 2026-09-21
PS seule la fois sauve,ps seule fois sauve,ps seule fois sauve,other,site-ps-seule-fois-sauve,FALSE,added automatically 2026-09-21
PS Siloe,ps siloe,ps siloe,other,site-ps-siloe,FALSE,added automatically 2026-09-21
PS la Solution,ps solution,rwampara,other,site-ps-solution,FALSE,added automatically 2026-09-21
PS Tuluza,ps tuluza,tuluza,other,site-ps-tuluza,FALSE,added automatically 2026-09-21
PS Tumaini,ps tumaini,rwampara,other,site-ps-tumaini,FALSE,added automatically 2026-09-21
PS Uhuru,ps uhuru,ps uhuru,other,site-ps-uhuru,FALSE,added automatically 2026-09-21
PS Umoja,ps umoja,lembabo,other,site-ps-umoja,FALSE,added automatically 2026-09-21
PS Uponyadji,ps uponyadji,rwampara,other,site-ps-uponyadji,FALSE,added automatically 2026-09-21
PS Ushindi,ps ushindi,ps ushindi,other,site-ps-ushindi,FALSE,added automatically 2026-09-21
PS Yesu ni Jibu,ps yesu ni jibu,ps yesu ni jibu,other,site-ps-yesu-ni-jibu,FALSE,added automatically 2026-09-21
PSA Tout est grace,psa tout est grace,psa tout est grace,other,site-psa-tout-est-grace,FALSE,added automatically 2026-09-21
Rwambuzi,rwambuzi,bunia,other,site-rwambuzi,FALSE,added automatically 2026-09-21
Simbiliabo,simbiliabo,simbiliabo,other,site-simbiliabo,FALSE,added automatically 2026-09-21
Simbiliambo,simbiliambo,bunia,other,site-simbiliambo,FALSE,added automatically 2026-09-21
site de transit des réfugiés,site transit refugies,site transit refugies,other,site-site-transit-refugies,FALSE,added automatically 2026-09-21
Solferino,solferino,solferino,other,site-solferino,FALSE,added automatically 2026-09-21
Source de Vie,source vie,katwa,other,site-source-vie,FALSE,added automatically 2026-09-21
tente de l’HGR Nizi,tente hgr nizi,nizi,other,site-tente-hgr-nizi,FALSE,added automatically 2026-09-21
Thwamahavuka,thwamahavuka,thwamahavuka,other,site-thwamahavuka,FALSE,added automatically 2026-09-21
TM green World Hospi,tm green world hospi,tm green world hospi,other,site-tm-green-world-hospi,FALSE,added automatically 2026-09-21
Top Santé,top sante,top sante,other,site-top-sante,FALSE,added automatically 2026-09-21
UCBC,ucbc,beni,other,site-ucbc,FALSE,added automatically 2026-09-21
unité de triage de l’HGR Vuhovi,unite triage hgr vuhovi,vuhovi,other,site-unite-triage-hgr-vuhovi,FALSE,added automatically 2026-09-21
unité de triage à l’HGR de Vuhovi,unite triage hgr vuhovi,vuhovi,other,site-unite-triage-hgr-vuhovi,FALSE,added automatically 2026-09-21
