facility_raw,name_key,place_key,site_kind,facility_id,reviewed,note
HGR de la ZS de Nyankunde,hgr zs nyankunde,nyankunde,hospital_isolation,hosp-hgr-zs-nyankunde,FALSE,added automatically 2026-09-21
hopital Heal Africa,hopital heal africa,heal africa,hospital_isolation,hosp-hopital-heal-africa,FALSE,added automatically 2026-09-21
Hôpital de Mambangu,hopital mambangu,mambangu,hospital_isolation,hosp-hopital-mambangu,FALSE,added automatically 2026-09-21
Hôpital Matanda,hopital matanda,matanda,hospital_isolation,hosp-hopital-matanda,FALSE,added automatically 2026-09-21
hôpital militaire de Makiso-Kisangani,hopital militaire makiso kisangani,makiso kisangani,hospital_isolation,hosp-hopital-militaire-makiso-kisangani,FALSE,added automatically 2026-09-21
hôpital Mongbwalu,hopital mongbwalu,mongbwalu,hospital_isolation,hosp-hopital-mongbwalu,FALSE,added automatically 2026-09-21
Katana,katana,katana,hospital_isolation,hosp-katana,FALSE,added automatically 2026-09-21
Lwiro,lwiro,lwiro,hospital_isolation,hosp-lwiro,FALSE,added automatically 2026-09-21
Malepe (MSF H),malepe msf h,malepe,hospital_isolation,hosp-malepe-msf-h,FALSE,added automatically 2026-09-21
PS Divine,ps divine,divine,hospital_isolation,hosp-ps-divine,FALSE,added automatically 2026-09-21
RWAKOLE,rwakole,bunia,hospital_isolation,hosp-rwakole,FALSE,added automatically 2026-09-21
RWAMPARA CH SALAMA,rwampara ch salama,rwampara,hospital_isolation,hosp-rwampara-ch-salama,FALSE,added automatically 2026-09-21
RWAMPARA CME,rwampara cme,rwampara,hospital_isolation,hosp-rwampara-cme,FALSE,added automatically 2026-09-21
RWAMPARA CS HOHO,rwampara cs hoho,rwampara,hospital_isolation,hosp-rwampara-cs-hoho,FALSE,added automatically 2026-09-21
RWAMPARA HGR,rwampara hgr,rwampara,hospital_isolation,hosp-rwampara-hgr,FALSE,added automatically 2026-09-21
SOFEPADI,sofepadi,bunia,hospital_isolation,hosp-sofepadi,FALSE,added automatically 2026-09-21
UNIBU,unibu,bunia,hospital_isolation,hosp-unibu,FALSE,added automatically 2026-09-21
Abelkozo,abelkozo,abelkozo,other,site-abelkozo,FALSE,added automatically 2026-09-21
Aéro,aero,bunia,other,site-aero,FALSE,added automatically 2026-09-21
AS Birinyama,as birinyama,birinyama,other,site-as-birinyama,FALSE,added automatically 2026-09-21
Bcz/Bunia,bcz bunia,bunia,other,site-bcz-bunia,FALSE,added automatically 2026-09-21
Bethsaïda,bethsaida,bethsaida,other,site-bethsaida,FALSE,added automatically 2026-09-21
BUNDJI,bundji,beni,other,site-bundji,FALSE,added automatically 2026-09-21
Bunia-Cite,bunia cite,bunia,other,site-bunia-cite,FALSE,added automatically 2026-09-21
C.M Banalisasa,c m banalisasa,c m banalisasa,other,site-c-m-banalisasa,FALSE,added automatically 2026-09-21
C.M Emmanuel,c m emmanuel,c m emmanuel,other,site-c-m-emmanuel,FALSE,added automatically 2026-09-21
C.M Furaha,c m furaha,c m furaha,other,site-c-m-furaha,FALSE,added automatically 2026-09-21
Carl Becker,carl becker,beni,other,site-carl-becker,FALSE,added automatically 2026-09-21
CECCA-20,cecca 20,cecca 20,other,site-cecca-20,FALSE,added automatically 2026-09-21
CEM Nyankunde,cem nyankunde,nyankunde,other,site-cem-nyankunde,FALSE,added automatically 2026-09-21
Centre hospitalier Bugarula,centre hospitalier bugarula,bugarula,other,site-centre-hospitalier-bugarula,FALSE,added automatically 2026-09-21
Centre hospitalier La Famille,centre hospitalier famille,6 transversale,other,site-centre-hospitalier-famille,FALSE,added automatically 2026-09-21
Centre Hospitalier Kavale,centre hospitalier kavale,kavale,other,site-centre-hospitalier-kavale,FALSE,added automatically 2026-09-21
Centre Hospitalier Sainte Rita,centre hospitalier sainte rita,sainte rita,other,site-centre-hospitalier-sainte-rita,FALSE,added automatically 2026-09-21
centre hospitalier TOKOBIKA,centre hospitalier tokobika,tokobika,other,site-centre-hospitalier-tokobika,FALSE,added automatically 2026-09-21
Centre Hospitalier UNIBU,centre hospitalier unibu,lumumba,other,site-centre-hospitalier-unibu,FALSE,added automatically 2026-09-21
centre médical Dalson,centre medical dalson,dalson,other,site-centre-medical-dalson,FALSE,added automatically 2026-09-21
Centre Médical Evangélique Nyakunde (CME) de Bunia,centre medical evangelique nyakunde cme bunia,bunia,other,site-centre-medical-evangelique-nyakunde-cme-bunia,FALSE,added automatically 2026-09-21
centre médical La Joie,centre medical joie,beni,other,site-centre-medical-joie,FALSE,added automatically 2026-09-21
Centre médical privé Sodeseka,centre medical prive sodeseka,prive sodeseka,other,site-centre-medical-prive-sodeseka,FALSE,added automatically 2026-09-21
Centre médical Tradimoderne,centre medical tradimoderne,tradimoderne,other,site-centre-medical-tradimoderne,FALSE,added automatically 2026-09-21
centre de santé Naissance Désirable,centre sante naissance desirable,butsili,other,site-centre-sante-naissance-desirable,FALSE,added automatically 2026-09-21
Centre Tradi Yahwe RAPHA,centre tradi yahwe rapha,katwa,other,site-centre-tradi-yahwe-rapha,FALSE,added automatically 2026-09-21
centres de santé de Butsili,centres sante butsili,butsili,other,site-centres-sante-butsili,FALSE,added automatically 2026-09-21
centres de santé de Ngongolio,centres sante ngongolio,ngongolio,other,site-centres-sante-ngongolio,FALSE,added automatically 2026-09-21
CH AFIA BORA,ch afia bora,afia bora,other,site-ch-afia-bora,FALSE,added automatically 2026-09-21
CH Amani,ch amani,amani,other,site-ch-amani,FALSE,added automatically 2026-09-21
CH Antabuse,ch antabuse,antabuse,other,site-ch-antabuse,FALSE,added automatically 2026-09-21
CH Aru,ch aru,aru,other,site-ch-aru,FALSE,added automatically 2026-09-21
CH beni,ch beni,beni,other,site-ch-beni,FALSE,added automatically 2026-09-21
CH Bunia cité,ch bunia cite,bunia,other,site-ch-bunia-cite,FALSE,added automatically 2026-09-21
CH CARLE BECKER,ch carle becker,beni,other,site-ch-carle-becker,FALSE,added automatically 2026-09-21
CH CBCA,ch cbca,cbca,other,site-ch-cbca,FALSE,added automatically 2026-09-21
CH CEBECE,ch cebece,kasanga,other,site-ch-cebece,FALSE,added automatically 2026-09-21
CH DON DIVIN,ch don divin,don divin,other,site-ch-don-divin,FALSE,added automatically 2026-09-21
CH Don Divin,ch don divin,don divin,other,site-ch-don-divin,FALSE,added automatically 2026-09-21
CH EERA,ch eera,eera,other,site-ch-eera,FALSE,added automatically 2026-09-21
CH Emmanuel d’Alzon,ch emmanuel alzon,emmanuel alzon,other,site-ch-emmanuel-alzon,FALSE,added automatically 2026-09-21
CH FEPSI,ch fepsi,fepsi,other,site-ch-fepsi,FALSE,added automatically 2026-09-21
CH Fepsi,ch fepsi,fepsi,other,site-ch-fepsi,FALSE,added automatically 2026-09-21
CH Gracia,ch gracia,beni,other,site-ch-gracia,FALSE,added automatically 2026-09-21
CH JERUSALEM,ch jerusalem,jerusalem,other,site-ch-jerusalem,FALSE,added automatically 2026-09-21
CH Jérusalem,ch jerusalem,jerusalem,other,site-ch-jerusalem,FALSE,added automatically 2026-09-21
CH Kachucha,ch kachucha,kachucha,other,site-ch-kachucha,FALSE,added automatically 2026-09-21
CH Kavumu,ch kavumu,kavumu,other,site-ch-kavumu,FALSE,added automatically 2026-09-21
CH Koso,ch koso,koso,other,site-ch-koso,FALSE,added automatically 2026-09-21
CH KYAGHALA,ch kyaghala,kyaghala,other,site-ch-kyaghala,FALSE,added automatically 2026-09-21
CH Lwiro,ch lwiro,lwiro,other,site-ch-lwiro,FALSE,added automatically 2026-09-21
CH Lwiro Centre,ch lwiro centre,lwiro,other,site-ch-lwiro-centre,FALSE,added automatically 2026-09-21
CH Maghombi,ch maghombi,oicha,other,site-ch-maghombi,FALSE,added automatically 2026-09-21
CH MALENDE,ch malende,butembo,other,site-ch-malende,FALSE,added automatically 2026-09-21
CH MATTYSEN,ch mattysen,mattysen,other,site-ch-mattysen,FALSE,added automatically 2026-09-21
CH Mayogo,ch mayogo,isiro,other,site-ch-mayogo,FALSE,added automatically 2026-09-21
CH Mshimbakye,ch mshimbakye,mshimbakye,other,site-ch-mshimbakye,FALSE,added automatically 2026-09-21
CH Mudzi,ch mudzi,mudzi,other,site-ch-mudzi,FALSE,added automatically 2026-09-21
CH Mudzi Maria,ch mudzi maria,mudzi maria,other,site-ch-mudzi-maria,FALSE,added automatically 2026-09-21
CH Mukuna,ch mukuna,mukuna,other,site-ch-mukuna,FALSE,added automatically 2026-09-21
CH Muzimaria,ch muzimaria,muzimaria,other,site-ch-muzimaria,FALSE,added automatically 2026-09-21
CH Nyakaingwa,ch nyakaingwa,nyakaingwa,other,site-ch-nyakaingwa,FALSE,added automatically 2026-09-21
CH Paida,ch paida,paida,other,site-ch-paida,FALSE,added automatically 2026-09-21
CH Peregrin,ch peregrin,peregrin,other,site-ch-peregrin,FALSE,added automatically 2026-09-21
CH Pimpester,ch pimpester,pimpester,other,site-ch-pimpester,FALSE,added automatically 2026-09-21
CH La Renaissance,ch renaissance,musienene,other,site-ch-renaissance,FALSE,added automatically 2026-09-21
CH Roi Salomon,ch roi salomon,katwa,other,site-ch-roi-salomon,FALSE,added automatically 2026-09-21
CH Ruwenzori,ch ruwenzori,beni,other,site-ch-ruwenzori,FALSE,added automatically 2026-09-21
CH Rwankole,ch rwankole,rwankole,other,site-ch-rwankole,FALSE,added automatically 2026-09-21
CH Saint Joseph,ch saint joseph,rughenda,other,site-ch-saint-joseph,FALSE,added automatically 2026-09-21
CH Shalom,ch shalom,shalom,other,site-ch-shalom,FALSE,added automatically 2026-09-21
CH SHANGILIENI,ch shangilieni,shangilieni,other,site-ch-shangilieni,FALSE,added automatically 2026-09-21
CH Shukrani,ch shukrani,shukrani,other,site-ch-shukrani,FALSE,added automatically 2026-09-21
CH Sifa,ch sifa,beni,other,site-ch-sifa,FALSE,added automatically 2026-09-21
CH SOFEPADI,ch sofepadi,bunia,other,site-ch-sofepadi,FALSE,added automatically 2026-09-21
CH St Charles,ch st charles,beni,other,site-ch-st-charles,FALSE,added automatically 2026-09-21
CH st Joseph,ch st joseph,st joseph,other,site-ch-st-joseph,FALSE,added automatically 2026-09-21
CH UNIBU,ch unibu,bunia,other,site-ch-unibu,FALSE,added automatically 2026-09-21
CH Unibu,ch unibu,unibu,other,site-ch-unibu,FALSE,added automatically 2026-09-21
CH-UNIBU,ch unibu,unibu,other,site-ch-unibu,FALSE,added automatically 2026-09-21
CH de l’Unité,ch unite,mihake,other,site-ch-unite,FALSE,added automatically 2026-09-21
CH Wanamahika,ch wanamahika,wanamahika,other,site-ch-wanamahika,FALSE,added automatically 2026-09-21
Chahoboka,chahoboka,chahoboka,other,site-chahoboka,FALSE,added automatically 2026-09-21
Chaoboka,chaoboka,chaoboka,other,site-chaoboka,FALSE,added automatically 2026-09-21
CHE Beni,che beni,beni,other,site-che-beni,FALSE,added automatically 2026-09-21
CHP Heshima Letu,chp heshima letu,chp heshima letu,other,site-chp-heshima-letu,FALSE,added automatically 2026-09-21
CHR Maboya,chr maboya,maboya,other,site-chr-maboya,FALSE,added automatically 2026-09-21
CHU cinquantenaire,chu cinquantenaire,kinshasa,other,site-chu-cinquantenaire,FALSE,added automatically 2026-09-21
CITADELLE,citadelle,citadelle,other,site-citadelle,FALSE,added automatically 2026-09-21
Cl Abedi Djaka,cl abedi djaka,cl abedi djaka,other,site-cl-abedi-djaka,FALSE,added automatically 2026-09-21
Clin. Bon Berger,clin bon berger,bon berger,other,site-clin-bon-berger,FALSE,added automatically 2026-09-21
Clin Espoir,clin espoir,clin espoir,other,site-clin-espoir,FALSE,added automatically 2026-09-21
Clinique ART,clinique art,art,other,site-clinique-art,FALSE,added automatically 2026-09-21
clinique Dieu Guéri,clinique dieu gueri,dieu gueri,other,site-clinique-dieu-gueri,FALSE,added automatically 2026-09-21
Clinique Gloria,clinique gloria,gloria,other,site-clinique-gloria,FALSE,added automatically 2026-09-21
Clinique la GRACE DIVINE,clinique grace divine,grace divine,other,site-clinique-grace-divine,FALSE,added automatically 2026-09-21
clinique des Guéris de la MVE-17,clinique gueris mve 17,gueris mve 17,other,site-clinique-gueris-mve-17,FALSE,added automatically 2026-09-21
Clinique KARIBUNI,clinique karibuni,karibuni,other,site-clinique-karibuni,FALSE,added automatically 2026-09-21
clinique Libiki d’Isiro,clinique libiki isiro,isiro,other,site-clinique-libiki-isiro,FALSE,added automatically 2026-09-21
clinique Mama Kayenga,clinique mama kayenga,wamba,other,site-clinique-mama-kayenga,FALSE,added automatically 2026-09-21
Clinique Marie Claire,clinique marie claire,bunia,other,site-clinique-marie-claire,FALSE,added automatically 2026-09-21
Clinique les Mérites,clinique merites,bunia,other,site-clinique-merites,FALSE,added automatically 2026-09-21
clinique Pinpester,clinique pinpester,isiro,other,site-clinique-pinpester,FALSE,added automatically 2026-09-21
Clinique la RECONNAISSANCE,clinique reconnaissance,reconnaissance,other,site-clinique-reconnaissance,FALSE,added automatically 2026-09-21
clinique Saint-Vincent,clinique saint vincent,saint vincent,other,site-clinique-saint-vincent,FALSE,added automatically 2026-09-21
Clinique Salama,clinique salama,salama,other,site-clinique-salama,FALSE,added automatically 2026-09-21
Clinique SOFEPADI,clinique sofepadi,bunia,other,site-clinique-sofepadi,FALSE,added automatically 2026-09-21
Clinique Tumaini,clinique tumaini,tumaini,other,site-clinique-tumaini,FALSE,added automatically 2026-09-21
clinique Unibu,clinique unibu,bunia,other,site-clinique-unibu,FALSE,added automatically 2026-09-21
Clinique Universelle,clinique universelle,universelle,other,site-clinique-universelle,FALSE,added automatically 2026-09-21
Clinique universitaire,clinique universitaire,"",other,site-clinique-universitaire,FALSE,added automatically 2026-09-21
clinique universitaire,clinique universitaire,isiro,other,site-clinique-universitaire,FALSE,added automatically 2026-09-21
Clinique universitaire d’Isiro,clinique universitaire isiro,isiro,other,site-clinique-universitaire-isiro,FALSE,added automatically 2026-09-21
Clinique La vie des Hommes,clinique vie hommes,vie hommes,other,site-clinique-vie-hommes,FALSE,added automatically 2026-09-21
Clinique William,clinique william,tshopo,other,site-clinique-william,FALSE,added automatically 2026-09-21
Clinique Williams,clinique williams,williams,other,site-clinique-williams,FALSE,added automatically 2026-09-21
cliniques de la MONUSCO,cliniques monusco,goma,other,site-cliniques-monusco,FALSE,added automatically 2026-09-21
Cliniques Universitaires,cliniques universitaires,s universitaires,other,site-cliniques-universitaires,FALSE,added automatically 2026-09-21
Cliniques universitaires,cliniques universitaires,s universitaires,other,site-cliniques-universitaires,FALSE,added automatically 2026-09-21
cliniques universitaires Horizon,cliniques universitaires horizon,s universitaires horizon,other,site-cliniques-universitaires-horizon,FALSE,added automatically 2026-09-21
Clique Marie Claire,clique marie claire,babenda,other,site-clique-marie-claire,FALSE,added automatically 2026-09-21
CM Amani,cm amani,amani,other,site-cm-amani,FALSE,added automatically 2026-09-21
CM Anuarite,cm anuarite,bunia,other,site-cm-anuarite,FALSE,added automatically 2026-09-21
CM Ave maria,cm ave maria,ave maria,other,site-cm-ave-maria,FALSE,added automatically 2026-09-21
CM Bethel,cm bethel,bethel,other,site-cm-bethel,FALSE,added automatically 2026-09-21
CM bethel,cm bethel,bethel,other,site-cm-bethel,FALSE,added automatically 2026-09-21
CM Chirurgical Croix Verte,cm chirurgical croix verte,chirurgical croix verte,other,site-cm-chirurgical-croix-verte,FALSE,added automatically 2026-09-21
CM Divine,cm divine,divine,other,site-cm-divine,FALSE,added automatically 2026-09-21
CM la Divinité,cm divinite,divinite,other,site-cm-divinite,FALSE,added automatically 2026-09-21
CM La Gazelle,cm gazelle,beni,other,site-cm-gazelle,FALSE,added automatically 2026-09-21
CM GLORIA,cm gloria,gloria,other,site-cm-gloria,FALSE,added automatically 2026-09-21
CM La Grâce,cm grace,grace,other,site-cm-grace,FALSE,added automatically 2026-09-21
CM GRACIA,cm gracia,beni,other,site-cm-gracia,FALSE,added automatically 2026-09-21
CM Gracia,cm gracia,beni,other,site-cm-gracia,FALSE,added automatically 2026-09-21
CM Gracia Katsina,cm gracia katsina,gracia katsina,other,site-cm-gracia-katsina,FALSE,added automatically 2026-09-21
CM JADES,cm jades,beni,other,site-cm-jades,FALSE,added automatically 2026-09-21
CM La Joie,cm joie,joie,other,site-cm-joie,FALSE,added automatically 2026-09-21
CM Joponika,cm joponika,joponika,other,site-cm-joponika,FALSE,added automatically 2026-09-21
CM Karibuni,cm karibuni,karibuni,other,site-cm-karibuni,FALSE,added automatically 2026-09-21
CM Kithimba,cm kithimba,kithimba,other,site-cm-kithimba,FALSE,added automatically 2026-09-21
CM Lobiko,cm lobiko,lobiko,other,site-cm-lobiko,FALSE,added automatically 2026-09-21
CM Mbanasuvya,cm mbanasuvya,mbanasuvya,other,site-cm-mbanasuvya,FALSE,added automatically 2026-09-21
CM Mbanivuka,cm mbanivuka,mbanivuka,other,site-cm-mbanivuka,FALSE,added automatically 2026-09-21
CM Ndirira,cm ndirira,ndirira,other,site-cm-ndirira,FALSE,added automatically 2026-09-21
CM Peniel,cm peniel,peniel,other,site-cm-peniel,FALSE,added automatically 2026-09-21
CM Renouveau 2,cm renouveau 2,renouveau 2,other,site-cm-renouveau-2,FALSE,added automatically 2026-09-21
CM sauvetage,cm sauvetage,sauvetage,other,site-cm-sauvetage,FALSE,added automatically 2026-09-21
CM le Sauveur,cm sauveur,sauveur,other,site-cm-sauveur,FALSE,added automatically 2026-09-21
CM Shukrani,cm shukrani,shukrani,other,site-cm-shukrani,FALSE,added automatically 2026-09-21
CM St Gabriel,cm st gabriel,st gabriel,other,site-cm-st-gabriel,FALSE,added automatically 2026-09-21
CM St pierre,cm st pierre,st pierre,other,site-cm-st-pierre,FALSE,added automatically 2026-09-21
CM St Raphael,cm st raphael,st raphael,other,site-cm-st-raphael,FALSE,added automatically 2026-09-21
CMC Kiharo,cmc kiharo,kiharo,other,site-cmc-kiharo,FALSE,added automatically 2026-09-21
CME/Bunia,cme bunia,bunia,other,site-cme-bunia,FALSE,added automatically 2026-09-21
CME Nyakunde,cme nyakunde,nyakunde,other,site-cme-nyakunde,FALSE,added automatically 2026-09-21
CME Nyakunde Bunia,cme nyakunde bunia,bunia,other,site-cme-nyakunde-bunia,FALSE,added automatically 2026-09-21
CME/Nyankunde,cme nyankunde,nyankunde,other,site-cme-nyankunde,FALSE,added automatically 2026-09-21
CS Abelkozo,cs abelkozo,abelkozo,other,site-cs-abelkozo,FALSE,added automatically 2026-09-21
CS Abiangama,cs abiangama,abiangama,other,site-cs-abiangama,FALSE,added automatically 2026-09-21
CS Adventiste,cs adventiste,adventiste,other,site-cs-adventiste,FALSE,added automatically 2026-09-21
CS Aero,cs aero,aero,other,site-cs-aero,FALSE,added automatically 2026-09-21
CS Agri Uélé,cs agri uele,agri uele,other,site-cs-agri-uele,FALSE,added automatically 2026-09-21
CS Amani,cs amani,amani,other,site-cs-amani,FALSE,added automatically 2026-09-21
CS Anoalité,cs anoalite,anoalite,other,site-cs-anoalite,FALSE,added automatically 2026-09-21
CS de Bafwandambo,cs bafwandambo,bafwandambo,other,site-cs-bafwandambo,FALSE,added automatically 2026-09-21
CS de Bahwere,cs bahwere,bahwere,other,site-cs-bahwere,FALSE,added automatically 2026-09-21
CS Bale,cs bale,bale,other,site-cs-bale,FALSE,added automatically 2026-09-21
CS Bankoko,cs bankoko,bunia,other,site-cs-bankoko,FALSE,added automatically 2026-09-21
CS Baruti,cs baruti,baruti,other,site-cs-baruti,FALSE,added automatically 2026-09-21
CS Betshaïda,cs betshaida,betshaida,other,site-cs-betshaida,FALSE,added automatically 2026-09-21
CS Bigo,cs bigo,bigo,other,site-cs-bigo,FALSE,added automatically 2026-09-21
CS BINASE,cs binase,binase,other,site-cs-binase,FALSE,added automatically 2026-09-21
CS BOIKENE,cs boikene,beni,other,site-cs-boikene,FALSE,added automatically 2026-09-21
CS Bora Uzima,cs bora uzima,bora uzima,other,site-cs-bora-uzima,FALSE,added automatically 2026-09-21
CS Boyoma,cs boyoma,boyoma,other,site-cs-boyoma,FALSE,added automatically 2026-09-21
CS Bunia Cité,cs bunia cite,bunia,other,site-cs-bunia-cite,FALSE,added automatically 2026-09-21
CS Butanuka,cs butanuka,beni,other,site-cs-butanuka,FALSE,added automatically 2026-09-21
CS BUTSILI,cs butsili,beni,other,site-cs-butsili,FALSE,added automatically 2026-09-21
CS CNCA,cs cnca,cnca,other,site-cs-cnca,FALSE,added automatically 2026-09-21
CS du Congo,cs congo,congo,other,site-cs-congo,FALSE,added automatically 2026-09-21
CS Dokotolo,cs dokotolo,dokotolo,other,site-cs-dokotolo,FALSE,added automatically 2026-09-21
CS Eringeti,cs eringeti,eringeti,other,site-cs-eringeti,FALSE,added automatically 2026-09-21
CS La Famille,cs famille,famille,other,site-cs-famille,FALSE,added automatically 2026-09-21
CS Irangya,cs irangya,katwa,other,site-cs-irangya,FALSE,added automatically 2026-09-21
CS Jades,cs jades,jades,other,site-cs-jades,FALSE,added automatically 2026-09-21
CS Jamaa,cs jamaa,jamaa,other,site-cs-jamaa,FALSE,added automatically 2026-09-21
CS Kabushwa,cs kabushwa,kabushwa,other,site-cs-kabushwa,FALSE,added automatically 2026-09-21
CS Kahungu,cs kahungu,kahungu,other,site-cs-kahungu,FALSE,added automatically 2026-09-21
CS Kasabinyale,cs kasabinyale,beni,other,site-cs-kasabinyale,FALSE,added automatically 2026-09-21
CS Kasisi,cs kasisi,kasisi,other,site-cs-kasisi,FALSE,added automatically 2026-09-21
CS Katiri,cs katiri,katiri,other,site-cs-katiri,FALSE,added automatically 2026-09-21
CS Kavumu,cs kavumu,kavumu,other,site-cs-kavumu,FALSE,added automatically 2026-09-21
CS Kisiza,cs kisiza,kisiza,other,site-cs-kisiza,FALSE,added automatically 2026-09-21
CS Komanda,cs komanda,komanda,other,site-cs-komanda,FALSE,added automatically 2026-09-21
CS Konga-Konga,cs konga konga,konga konga,other,site-cs-konga-konga,FALSE,added automatically 2026-09-21
CS Kutumba,cs kutumba,kutumba,other,site-cs-kutumba,FALSE,added automatically 2026-09-21
CS Kwetu,cs kwetu,kwetu,other,site-cs-kwetu,FALSE,added automatically 2026-09-21
CS Kyaghala,cs kyaghala,kyaghala,other,site-cs-kyaghala,FALSE,added automatically 2026-09-21
CS Kyangike,cs kyangike,kyangike,other,site-cs-kyangike,FALSE,added automatically 2026-09-21
CS Lembabo,cs lembabo,lembabo,other,site-cs-lembabo,FALSE,added automatically 2026-09-21
CS MABAKANGA,cs mabakanga,beni,other,site-cs-mabakanga,FALSE,added automatically 2026-09-21
CS Mabakanga,cs mabakanga,beni,other,site-cs-mabakanga,FALSE,added automatically 2026-09-21
CS Madula,cs madula,madula,other,site-cs-madula,FALSE,added automatically 2026-09-21
CS de Madula,cs madula,madula,other,site-cs-madula,FALSE,added automatically 2026-09-21
CS Malkia,cs malkia,malkia,other,site-cs-malkia,FALSE,added automatically 2026-09-21
CS Maranatha,cs maranatha,maranatha,other,site-cs-maranatha,FALSE,added automatically 2026-09-21
CS Masuli,cs masuli,masuli,other,site-cs-masuli,FALSE,added automatically 2026-09-21
CS Matete,cs matete,matete,other,site-cs-matete,FALSE,added automatically 2026-09-21
CS Mbana,cs mbana,mbana,other,site-cs-mbana,FALSE,added automatically 2026-09-21
CS. Les merites,cs merites,merites,other,site-cs-merites,FALSE,added automatically 2026-09-21
CS Mitoya,cs mitoya,mitoya,other,site-cs-mitoya,FALSE,added automatically 2026-09-21
CS Mobenge,cs mobenge,mobenge,other,site-cs-mobenge,FALSE,added automatically 2026-09-21
CS Mudzi maria,cs mudzi maria,bunia,other,site-cs-mudzi-maria,FALSE,added automatically 2026-09-21
CS Mukuna,cs mukuna,mukuna,other,site-cs-mukuna,FALSE,added automatically 2026-09-21
CS Naissance Désirable,cs naissance desirable,naissance desirable,other,site-cs-naissance-desirable,FALSE,added automatically 2026-09-21
CS de Ndindi,cs ndindi,ndindi,other,site-cs-ndindi,FALSE,added automatically 2026-09-21
CS Ngalika,cs ngalika,ngalika,other,site-cs-ngalika,FALSE,added automatically 2026-09-21
CS Ngamau,cs ngamau,ngamau,other,site-cs-ngamau,FALSE,added automatically 2026-09-21
CS Ngona,cs ngona,ngona,other,site-cs-ngona,FALSE,added automatically 2026-09-21
CS Nyakasanza,cs nyakasanza,nyakasanza,other,site-cs-nyakasanza,FALSE,added automatically 2026-09-21
CS Nyakero,cs nyakero,nyakero,other,site-cs-nyakero,FALSE,added automatically 2026-09-21
CS Nyakunde,cs nyakunde,nyakunde,other,site-cs-nyakunde,FALSE,added automatically 2026-09-21
CS Papa Freddy,cs papa freddy,tshopo,other,site-cs-papa-freddy,FALSE,added automatically 2026-09-21
CS plutôt,cs plutot,plutot,other,site-cs-plutot,FALSE,added automatically 2026-09-21
CS Poli de frontiere,cs poli frontiere,poli frontiere,other,site-cs-poli-frontiere,FALSE,added automatically 2026-09-21
CS de référence de Rubi Lisanga,cs reference rubi lisanga,rubi lisanga,other,site-cs-reference-rubi-lisanga,FALSE,added automatically 2026-09-21
CS Rubi-Lisanga,cs rubi lisanga,rubi lisanga,other,site-cs-rubi-lisanga,FALSE,added automatically 2026-09-21
CS Ruwenzori,cs ruwenzori,beni,other,site-cs-ruwenzori,FALSE,added automatically 2026-09-21
CS Rwamapara,cs rwamapara,rwampara,other,site-cs-rwamapara,FALSE,added automatically 2026-09-21
CS Rwambuzi,cs rwambuzi,rwambuzi,other,site-cs-rwambuzi,FALSE,added automatically 2026-09-21
CS Rwampara,cs rwampara,rwampara,other,site-cs-rwampara,FALSE,added automatically 2026-09-21
CS Rwankole,cs rwankole,rwankole,other,site-cs-rwankole,FALSE,added automatically 2026-09-21
CS Saint-Luc,cs saint luc,saint luc,other,site-cs-saint-luc,FALSE,added automatically 2026-09-21
CS Saint-Pierre,cs saint pierre,saint pierre,other,site-cs-saint-pierre,FALSE,added automatically 2026-09-21
CS SALAMA,cs salama,salama,other,site-cs-salama,FALSE,added automatically 2026-09-21
CS Segama,cs segama,segama,other,site-cs-segama,FALSE,added automatically 2026-09-21
CS Shamamba,cs shamamba,shamamba,other,site-cs-shamamba,FALSE,added automatically 2026-09-21
CS SNCC,cs sncc,sncc,other,site-cs-sncc,FALSE,added automatically 2026-09-21
CS le Sommet,cs sommet,sommet,other,site-cs-sommet,FALSE,added automatically 2026-09-21
CS Tchudja,cs tchudja,tchudja,other,site-cs-tchudja,FALSE,added automatically 2026-09-21
CS Tchunga,cs tchunga,tchunga,other,site-cs-tchunga,FALSE,added automatically 2026-09-21
CS Tely,cs tely,tely,other,site-cs-tely,FALSE,added automatically 2026-09-21
CS Tsili,cs tsili,tsili,other,site-cs-tsili,FALSE,added automatically 2026-09-21
CS Tuluba,cs tuluba,tuluba,other,site-cs-tuluba,FALSE,added automatically 2026-09-21
CS TUUNGANE,cs tuungane,beni,other,site-cs-tuungane,FALSE,added automatically 2026-09-21
CS Uponyaji,cs uponyaji,uponyaji,other,site-cs-uponyaji,FALSE,added automatically 2026-09-21
CS Vighole,cs vighole,katwa,other,site-cs-vighole,FALSE,added automatically 2026-09-21
CS Vuhika,cs vuhika,vuhika,other,site-cs-vuhika,FALSE,added automatically 2026-09-21
CS Vungba,cs vungba,vungba,other,site-cs-vungba,FALSE,added automatically 2026-09-21
CS Vutike,cs vutike,butembo,other,site-cs-vutike,FALSE,added automatically 2026-09-21
CS Yedi,cs yedi,yedi,other,site-cs-yedi,FALSE,added automatically 2026-09-21
CSR Akwa,csr akwa,akwa,other,site-csr-akwa,FALSE,added automatically 2026-09-21
CSR Amadi,csr amadi,amadi,other,site-csr-amadi,FALSE,added automatically 2026-09-21
CSR Bunia-cité,csr bunia cite,bunia,other,site-csr-bunia-cite,FALSE,added automatically 2026-09-21
CSR CARL BEKER,csr carl beker,csr carl beker,other,site-csr-carl-beker,FALSE,added automatically 2026-09-21
